web-scraper-order,web-scraper-start-url,title,title-href,lokasi,luaslahan,luasbangunan,kamartidur,kamarmandi,fullyfurnished,memiliki_ac,memiliki_airpanas,memiliki_tv,memiliki_kitchenset,memiliki_balkon,memiliki_keamanan24jam,memiliki_tamanbermainanak,harga
"1696681934-3712","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=26","Lihat","https://www.lamudi.co.id/dipasarkan-cluster-montana-cukup-booking-3-juta-168940891497.html","Bintaro, Jakarta Selatan","72 m²","30 m²","2","1","No","null","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp321.087.989"
"1696681937-3713","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=26","Lihat","https://www.lamudi.co.id/bimasena-residence-jual-rumah-2-lantai-dp-0-dekat-169458215411.html","Jl. H. Muhari, Jatimulya, Cilodong, Depok
                                        Gandaria, Jakarta Selatan","67 m²","54 m²","3","3","Tidak","Pendingin ruangan (AC)","null","null","null","Balkon","Keamanan 24 jam","null","Rp649.000.000"
"1696681941-3714","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=26","Lihat","https://www.lamudi.co.id/rumah-di-karang-tengah-perbatasan-joglo-jakarta-ba-16947078566.html","Joglo, Jakarta Barat","60 m²","40 m²","2","1","Tidak","null","null","null","Kitchen set","null","Keamanan 24 jam","null","Rp650.000.000"
"1696681946-3715","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=26","Lihat","https://www.lamudi.co.id/rumah-mewah-full-furnish-tanpa-dp-168598887685.html","","84 m²","73 m²","3","2","73","Pendingin ruangan (AC)","null","Televisi","null","Balkon","Keamanan 24 jam","Taman bermain anak","Rp1.200.000.000"
"1696681950-3716","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=26","Lihat","https://www.lamudi.co.id/rumah-baru-dekat-kalibata-dan-pgc-murah-akses-muda-167855090781.html","Jalan Kalibata Raya, Jakarta Selatan 12750, Indonesia
                                        Kalibata, Jakarta Selatan","70 m²","60 m²","2","1","1","null","null","null","Kitchen set","null","null","null","Rp750.000.000"
"1696681954-3717","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=26","Lihat","https://www.lamudi.co.id/di-jual-rumah-di-tegal-alur-kalideres-166616964288.html","Tegal Alur, Jakarta Barat","78 m²","78 m²","3","2","Tidak","null","null","null","null","null","null","null","Rp785.000.000"
"1696681958-3718","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=26","Lihat","https://www.lamudi.co.id/dijual-cepat-rumah-siap-huni-lokasi-strategis-di-k-166696240832.html","KEMANGGISAN ILIR - JAKARTA BARAT
                                        Palmerah, Jakarta Barat","81 m²","162 m²","4","4","81","null","null","null","null","null","Keamanan 24 jam","null","Rp1.880.000.000"
"1696681961-3719","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=26","Lihat","https://www.lamudi.co.id/dijual-rumah-di-otista-jatinegara-jakarta-timur-169129166923.html","Cipinang Cempedak, Jakarta Timur","82 m²","110 m²","3","1","Tidak","null","null","null","null","null","null","null","Rp775.000.000"
"1696681970-3720","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/dijual-rumah-dan-kontrakan-di-koja-jakarta-utara-168567803253.html","Koja, Jakarta Utara","240 m²","200 m²","3","1","200","null","null","null","null","null","null","null","Rp1.750.000.000"
"1696681973-3721","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-2lt-teluk-gong-jakarta-utara-167775394042.html","Teluk Gong, Jakarta Utara","75 m²","120 m²","3","2","120","null","null","null","null","null","null","null","Rp1.500.000.000"
"1696681977-3722","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-idaman-siap-huni-168788290473.html","Kebayoran Lama, Jakarta Selatan","108 m²","90 m²","2","1","90","null","null","null","null","null","null","null","Rp859.000.000"
"1696681981-3723","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/tanah-luas-bangunan-terawat-semi-furnished-private-pool.html","Jagakarsa, Jakarta Selatan","998 m²","400 m²","4","4","1","null","null","null","null","null","null","null","Rp13.000.000.000"
"1696681985-3724","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-2-5-lantai-3-kamar-siap-huni-bebas-banjir-di-168507851233.html","Kelapa Gading, Jakarta Utara","72 m²","125 m²","3","2","Tidak","null","null","null","null","null","null","null","Rp1.900.000.000"
"1696681989-3725","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/di-jual-rumah-akses-luas-di-bendungan-hilir-16842397790.html","Bendungan Hilir, Jakarta Pusat","97 m²","291 m²","5","4","291","null","null","null","null","null","null","null","Rp2.900.000.000"
"1696681993-3726","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/harga-promo-rumah-baru-3-lantai-di-pejaten-barat-jakarta-selatan.html","Pejaten, Jakarta Selatan","40 m²","100 m²","3","3","100","null","null","null","null","null","null","null","Rp1.050.000.000"
"1696681997-3727","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/perumahan-bungur-permai-di-jakarta-timur-169456848898.html","Kampung Rambutan, Jakarta Timur","36 m²","68 m²","2","1300","Semi","null","null","null","null","null","Keamanan 24 jam","null","Rp750.000.000"
"1696682001-3728","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/dijual-rumah-di-perumkary-dki-pondok-kelapa-169017540160.html","Alamat PERUMKAR DKI PONDOK KELAPA BLOK P3 NO 19 JAKTIM
                                        Pondok Kelapa, Jakarta Timur","68 m²","90 m²","3","2","90","null","null","null","null","null","null","null","Rp1.200.000.000"
"1696682004-3729","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/tebet-timur-dekat-eco-park-jalan-2-mobil-lega-ling-169495427638.html","tebet timur
                                        Tebet, Jakarta Selatan","333 m²","450 m²","4","4","450","Pendingin ruangan (AC)","Air Panas","Televisi","Kitchen set","Balkon","null","null","Rp10.500.000.000"
"1696682008-3730","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-baru-siap-huni-ada-private-pool-dan-rooftop-167704069995.html","Pejaten, Jakarta Selatan","210 m²","350 m²","5","6","350","Pendingin ruangan (AC)","Air Panas","null","null","Balkon","null","Taman bermain anak","Rp9.000.000.000"
"1696682012-3731","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/dijual-murah-bu-rumah-di-pinggir-jalan-besar-d-koj-169016082791.html","Koja, Jakarta Utara","150 m²","250 m²","3","2","No","null","null","null","null","null","null","null","Rp1.600.000.000"
"1696682015-3732","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-mewah-dekat-tol-cibubur-jakarta-timur-167956474139.html","Cibubur, Jakarta Timur","891 m²","640 m²","10","7","640","null","null","null","null","null","null","null","Rp7.400.000.000"
"1696682020-3733","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-2-lantai-murah-gading-serpong-cluster-corral-169349193343.html","Kebon Jeruk, Jakarta Barat","40 m²","53 m²","2","2","53","Pendingin ruangan (AC)","Air Panas","null","null","null","null","null","Rp965.000.000"
"1696682024-3734","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/dijual-rumah-duri-kepa-169399699495.html","Jalan Asia Baru
                                        Duri Kepa, Jakarta Barat","40 m²","110 m²","4","3","Tidak","null","null","null","null","null","null","null","Rp850.000.000"
"1696682027-3735","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-murah-banget-lt-365-m-di-petukangan-utara-ja-168653695010.html","Petukangan Utara, Jakarta Selatan","365 m²","150 m²","5","2","Tidak","null","null","null","null","null","null","null","Rp2.700.000.000"
"1696682032-3736","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/di-jual-rumah-3-lantai-bonus-private-pool-10-menit-168757351191.html","Ujung Menteng, Jakarta Timur","112 m²","88 m²","4","2","112","Pendingin ruangan (AC)","Air Panas","null","null","Balkon","Keamanan 24 jam","Taman bermain anak","Rp2.700.000.000"
"1696682036-3737","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-baru-jatibening-2-lantai-lt-110-m2-dekat-tol-169007687074.html","Pondok Kelapa, Jakarta Timur","110 m²","110 m²","3","3","110","null","null","null","null","null","Keamanan 24 jam","null","Rp1.650.000.000"
"1696682040-3738","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/dijual-rumah-sedayu-city-kelapa-gading-169442720325.html","Jl. Sedayu City 
                                        Cakung, Jakarta Timur","87 m²","186 m²","4","3","186","null","null","null","null","null","Keamanan 24 jam","null","Rp5.600.000.000"
"1696682044-3739","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-tinggal-komplek-harapan-baru-taman-bunga-suk-169465767494.html","Keluarahan Sukatani Jakarta Timur
                                        Cibubur, Jakarta Timur","400 m²","100 m²","3","3","100","null","null","null","null","null","null","null","Rp1.400.000.000"
"1696682048-3740","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/di-jual-rumah-super-mewah-di-pondok-indah-169354387410.html","Pondok Indah, Jakarta Selatan","1198 m²","2000 m²","8","8","2000","null","null","null","null","null","null","null","Rp85.000.000.000"
"1696682051-3741","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/dijual-lelang-rumah-di-swadarma-ulujami-jakarta-se-169474701259.html","Pesanggrahan, Jakarta Selatan","198 m²","250 m²","4","2","Tidak","null","null","null","null","null","null","null","Rp950.000.000"
"1696682056-3742","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/miliki-rumah-murah-sunter-danau-indah-168310545462.html","SUNTER DANAU INDAH
                                        Sunter, Jakarta Utara","84 m²","60 m²","2","2","60","null","null","null","null","null","null","null","Rp1.900.000.000"
"1696682059-3743","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/dijual-rumah-pondok-bambu-jakarta-timur-169113500732.html","Pondok Bambu, Jakarta Timur","90 m²","125 m²","2","2","Tidak","null","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp1.250.000.000"
"1696682063-3744","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/dijual-rumah-bagus-harga-maknyuss-at-kebayoran-lam-168323904678.html","Kebayoran Lama, Jakarta Selatan","400 m²","600 m²","6","5","600","Pendingin ruangan (AC)","null","null","Kitchen set","Balkon","Keamanan 24 jam","Taman bermain anak","Rp11.800.000.000"
"1696682067-3745","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/dijual-rumah-baru-minimalis-tanjung-duren-16933730525.html","Tanjung Duren, Jakarta Barat","36 m²","56 m²","3","3","56","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp1.350.000.000"
"1696682071-3746","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/di-jual-rumah-cantik-di-jagakarsa-jaksel-sisa-4-ka-169556451022.html","Cipedak, Jakarta Selatan","38 m²","70 m²","3","2","70","null","null","null","null","null","null","null","Rp635.000.000"
"1696682075-3747","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-bagus-di-kebayoran-lama-jakarta-selatan-168984545132.html","Kebayoran Lama, Jakarta Selatan","70 m²","68 m²","2","2","1","null","null","null","null","null","null","null","Rp1.300.000.000"
"1696682079-3748","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-tinggal-54.html","Duri Kepa, Jakarta Barat","90 m²","100 m²","3","3","100","null","null","null","null","null","null","null","Rp1.450.000.000"
"1696682084-3749","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=25","Lihat","https://www.lamudi.co.id/rumah-secondary-lingkungan-asri-tanah-besar-dekat-168706346976.html","Srengseng Sawah Kel., Jagakarsa, Jakarta, JABODETABEK, Indonesia
                                        Jagakarsa, Jakarta Selatan","121 m²","150 m²","4","4","121","null","null","null","null","null","Keamanan 24 jam","null","Rp2.500.000.000"
"1696682092-3750","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-cantik-minimalis-tb-simatupang-jakarta-selat-168964335220.html","TB Simatupang, Jakarta Selatan","236 m²","220 m²","3","3","No","Pendingin ruangan (AC)","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp3.700.000.000"
"1696682095-3751","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-mewah-2-lt-harga-1-lt-d-lavia-residence-167843969146.html","Jl. Mujair 1, Bambu Apus, Kec. Pamulang, Kota Tangerang Selatan, Banten 15415
                                        Mampang Prapatan, Jakarta Selatan","60 m²","55 m²","3","2","55","Pendingin ruangan (AC)","null","null","null","Balkon","Keamanan 24 jam","Taman bermain anak","Rp600.000.000"
"1696682099-3752","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/di-jual-cepat-rumah-siap-huni-di-cempaka-putih-jak-168844511970.html","Jakarta Pusat","127 m²","220 m²","5","3","Tidak","null","null","null","null","null","null","null","Rp1.100.000.000"
"1696682104-3753","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/dijual-rumah-secondary-terawat-full-furnished-bonu-16763562329.html","Kayu Putih, Jakarta Timur","120 m²","200 m²","8","2","200","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","Balkon","Keamanan 24 jam","Taman bermain anak","Rp3.500.000.000"
"1696682108-3754","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/n905-rumah-di-taman-sari-jakbar-jalan-lebar-4kt-2-168724442690.html","Taman Sari, Jakarta Barat","81 m²","200 m²","4","4","200","null","null","null","null","null","null","null","Rp3.000.000.000"
"1696682112-3755","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-kampung-2-lantai-hrg-400-jtann-168069237043.html","Pondok Ranggon, Jakarta Timur","32 m²","60 m²","2","2","60","null","null","null","null","Balkon","null","null","Rp420.000.000"
"1696682116-3756","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-dijual-di-ulujami-jakarta-selatan-murah-diba-16857182094.html","Ulujami, Jakarta Selatan","167 m²","180 m²","4","4","180","null","null","null","null","null","null","null","Rp1.800.000.000"
"1696682120-3757","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-cluster-murah-lokasi-terjangkau-10mnt-stasiu-168843743250.html","Kemanggisan, Jakarta Barat","30 m²","30 m²","2","1","30","null","null","null","null","null","null","null","Rp170.000.000"
"1696682124-3758","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/dijual-rumah-dgn-lokasi-yg-tenang-dan-nyaman-168139296666.html","Cipinang Cempedak, Jakarta Timur","533 m²","315 m²","4","4","No","Pendingin ruangan (AC)","null","null","Kitchen set","null","null","null","Rp14.000.000.000"
"1696682127-3759","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-syariah-cottonwood-cibubur-169183644562.html","Cibubur, Jakarta Timur","65 m²","95 m²","3","3","95","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp753.000.000"
"1696682132-3760","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/dijual-rumah-minimalis-2-lantai-di-kelapa-hibrida-167998595985.html","Kelapa Gading, Jakarta Utara","90 m²","120 m²","3","2","Tidak","null","null","null","null","null","null","null","Rp1.950.000.000"
"1696682136-3761","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-dijual-di-citra-garden-3-jakarta-barat-2018-01-0058-doj.html","Pegadungan, Jakarta Barat","300 m²","350 m²","4","4","350","null","null","null","null","null","null","null","Rp5.500.000.000"
"1696682139-3762","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-mewah-tanpa-bi-cheking-169040115047.html","Kebayoran Baru, Jakarta Selatan","60 m²","36 m²","2","1","No","Pendingin ruangan (AC)","null","null","null","null","null","null","Rp110.000.000"
"1696682143-3763","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/hunian-2-lantai-3-kamar-lokasi-yang-strategis-dan-168951077180.html","Cipedak, Jakarta Selatan","50 m²","55 m²","3","1","Tidak","null","null","null","null","null","Keamanan 24 jam","null","Rp335.000.000"
"1696682147-3764","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/dijual-rumah-di-taman-modern-jakarta-timur-16951108732.html","Cipinang Cempedak, Jakarta Timur","162 m²","279 m²","6","5","279","null","null","null","null","null","null","null","Rp2.500.000.000"
"1696682151-3765","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-second-murah-di-condet-169626505272.html","Batu Ampar, Jakarta Timur","170 m²","150 m²","3","2","150","null","null","null","null","null","null","null","Rp1.700.000.000"
"1696682155-3766","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/cendana-adalah-projek-terlaris-dikawasan-lippo-kar-168475978081.html","Kebayoran Baru, Jakarta Selatan","209 m²","88 m²","3","3","Tidak","null","null","null","null","null","null","null","Rp1.886.000.000"
"1696682160-3767","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/dijual-super-murah-rumah-di-cluster-nuansa-condet-169504232956.html","Cililitan, Jakarta Timur","62 m²","115 m²","4","2","Tidak","null","null","null","null","null","null","null","Rp750.000.000"
"1696682163-3768","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/apartemen-tokyo-pik-2-dijual-tipe-2br-36m2-harga-4-169511563988.html","Pantai Indah Kapuk, Jakarta Utara","36 m²","36 m²","2","1","36","null","null","null","null","null","null","null","Rp450.000.000"
"1696682167-3769","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/jual-rumah-di-pasar-minggu-komplek-perumahan-samal-169387905513.html","Pasar Minggu, Jakarta Selatan","160 m²","160 m²","4","4","Tidak","null","null","null","null","null","null","null","Rp3.500.000.000"
"1696682171-3770","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/jual-kontrakan-dua-lantai-hanya-masuk-motor-169395372182.html","Jalan Kampung Baru Permai, Jakarta Barat 11560, Indonesia
                                        Kebayoran Lama, Jakarta Selatan","40 m²","50 m²","2","2","50","null","null","null","null","null","null","null","Rp299.950.000"
"1696682175-3771","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/puri-harvest-bintaro-hanya-bayar-10-juta-langsung-168742627993.html","Jalan Raya Bintaro
                                        Bintaro, Jakarta Selatan","77 m²","90 m²","3","3","90","null","null","null","null","null","null","null","Rp1.500.000.000"
"1696682178-3772","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-dijual-di-kebayoran-baru-luas-210m-169111832430.html","Kebayoran Baru, Jakarta Selatan","210 m²","200 m²","4","3","200","null","null","null","null","null","null","null","Rp5.000.000.000"
"1696682182-3773","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/cluster-mewah-2-lantai-idaman-keluarga-dp-40-juta-169538118212.html","Pondok Kopi, Jakarta Timur","75 m²","65 m²","3","2","Tidak","Pendingin ruangan (AC)","null","null","Kitchen set","null","Keamanan 24 jam","null","Rp800.000.000"
"1696682186-3774","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/dijual-hunian-1-lantai-nyaman-169313621950.html","Bintaro, Jakarta Selatan","250 m²","200 m²","2","3500","Tidak","null","null","null","null","null","null","null","Rp3.650.000.000"
"1696682190-3775","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-murah-lokasi-bagus-169350465037.html","Bukit Duri, Jakarta Selatan","84 m²","110 m²","3","2","No","null","null","null","null","null","null","null","Rp1.100.000.000"
"1696682194-3776","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/dijual-rumah-kelapa-gading-molek-harga-murah-169443405996.html","Kelapa Gading, Jakarta Utara","102 m²","102 m²","3","2","Tidak","null","null","null","null","null","null","null","Rp1.800.000.000"
"1696682198-3777","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=24","Lihat","https://www.lamudi.co.id/rumah-baru-minimalis-modern-di-kavling-dki-meruya-16910322568.html","Jalan Kavling DKI, Jakarta Barat, Indonesia
                                        Meruya Utara, Jakarta Barat","125 m²","150 m²","3","3","Tidak","null","null","null","null","null","null","null","Rp2.700.000.000"
"1696682206-3778","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-rumah-ada-kolam-renang-di-cluster-sadar-ray-169564747222.html","Jagakarsa, Jakarta Selatan","90 m²","170 m²","4","4","170","null","null","null","null","null","null","null","Rp2.200.000.000"
"1696682210-3779","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-nyaman-siap-huni-lokasi-strategis-dekat-cbd-169328182342.html","Jatipadang
                                        Jati Padang, Jakarta Selatan","270 m²","200 m²","3","3","200","null","null","null","null","null","null","null","Rp4.500.000.000"
"1696682215-3780","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-di-petukangan-selatan-pesanggrahan-latumente-169467224624.html","Jl. Petukangan Selatan Mesjid Al- Ikhlas Petukangan Sel. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 
                                        Petukangan Selatan, Jakarta Selatan","320 m²","96 m²","2","1","96","null","null","null","null","null","null","null","Rp2.900.000.000"
"1696682219-3781","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/harga-miring-nih-sampe-kelewatan-rumah-mewah-europian-classic-area-kemang.html","Jl. Bangka
                                        Kemang, Jakarta Selatan","1500 m²","1387 m²","5","5","1387","null","null","null","null","null","null","null","Rp55.000.000.000"
"1696682223-3782","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-rumah-di-metland-menteng-melly-meldy-871957.html","Cakung, Jakarta Timur","90 m²","112 m²","3","2","90","null","null","null","null","null","null","null","Rp1.350.000.000"
"1696682228-3783","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-baru-townhouse-ampera-kenmang-jakarta-selata-169361623079.html","Ampera, Jakarta Selatan","207 m²","215 m²","4","4","No","null","null","null","null","null","null","null","Rp4.100.000.000"
"1696682232-3784","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-cepat-rumah-minimalis-di-gading-rivera-kela-169452550816.html","Kelapa Gading, Jakarta Utara","135 m²","180 m²","4","3","Ya","null","null","null","null","null","null","null","Rp4.650.000.000"
"1696682236-3785","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-murah-di-pekayon-pasar-rebo-dkt-ke-jl-raya-b-16740125258.html","Jln Madrasah, Kel. Pekayon, Kec. Pasar Rebo
                                        Pasar Rebo, Jakarta Timur","266 m²","450 m²","5","5","450","null","null","null","null","null","null","null","Rp3.000.000.000"
"1696682240-3786","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/daan-mogot-baru-cluster-bedugul-kalideres-jkt-bara-169528252331.html","Daan Mogot, Jakarta Barat","144 m²","200 m²","3","3","200","null","null","null","null","Balkon","Keamanan 24 jam","Taman bermain anak","Rp2.500.000.000"
"1696682244-3787","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-2-lantai-paling-murah-meriah-akses-mudah-169486995221.html","Kapuk, Jakarta Barat","50 m²","80 m²","3","2","Tidak","Pendingin ruangan (AC)","null","null","Kitchen set","Balkon","Keamanan 24 jam","Taman bermain anak","Rp550.000.000"
"1696682247-3788","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-rumah-2-lt-murah-di-tebet-jakarta-selatan-168534479153.html","Tebet, Jakarta Selatan","85 m²","130 m²","3","2","130","null","null","null","null","null","Keamanan 24 jam","null","Rp1.850.000.000"
"1696682251-3789","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-rumah-sedayu-city-kelapa-gading-169322419351.html","Kelapa Gading, Jakarta Utara","60 m²","119 m²","3","2","119","null","null","null","Kitchen set","null","Keamanan 24 jam","null","Rp2.950.000.000"
"1696682255-3790","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-kpr-syariah-di-jatijajar-depok-16928456929.html","Jl H. Bahir Jatijajar
                                        Ciracas, Jakarta Timur","53 m²","30 m²","2","1","30","null","null","null","null","null","Keamanan 24 jam","null","Rp391.000.000"
"1696682259-3791","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-rumah-2-kamar-siap-huni-10-menit-dari-stasi-169284594258.html","Ampera, Jakarta Selatan","31 m²","30 m²","2","1","30","null","null","null","null","null","Keamanan 24 jam","null","Rp170.000.000"
"1696682262-3792","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-murah-bu-rumah-tua-itung-tanah-akses-mob-169137495967.html","Koja, Jakarta Utara","160 m²","200 m²","3","2","No","null","null","null","null","null","null","null","Rp800.000.000"
"1696682266-3793","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-rumah-di-greenville-jakarta-barat-169095122072.html","Tanjung Duren, Jakarta Barat","170 m²","160 m²","3","3","160","null","null","null","null","null","null","null","Rp2.700.000.000"
